,x,y
0,1500.0,0.0
1,1500.0,875.0
2,1500.0,1750.0
3,1500.0,2625.0
4,1500.0,3500.0
5,4750.0,3500.0
6,4750.0,2625.0
7,4750.0,1750.0
8,4750.0,875.0
9,4750.0,0.0
10,8000.0,0.0
11,8000.0,875.0
12,8000.0,1750.0
13,8000.0,2625.0
14,8000.0,3500.0
15,11250.0,3500.0
16,11250.0,2625.0
17,11250.0,1750.0
18,11250.0,875.0
19,11250.0,0.0
20,14500.0,0.0
21,14500.0,875.0
22,14500.0,1750.0
23,14500.0,2625.0
24,14500.0,3500.0
