,x,y
0,1500.0,0.0
1,2500.0,0.0
2,3500.0,0.0
3,4500.0,0.0
4,5500.0,0.0
5,5500.0,750.0
6,4500.0,750.0
7,3500.0,750.0
8,2500.0,750.0
9,1500.0,750.0
10,1500.0,1500.0
11,2500.0,1500.0
12,3500.0,1500.0
13,4500.0,1500.0
14,5500.0,1500.0
