,x,y
0,1500.0,0.0
1,1500.0,750.0
2,1500.0,1500.0
3,2500.0,1500.0
4,2500.0,750.0
5,2500.0,0.0
6,3500.0,0.0
7,3500.0,750.0
8,3500.0,1500.0
9,4500.0,1500.0
10,4500.0,750.0
11,4500.0,0.0
12,5500.0,0.0
13,5500.0,750.0
14,5500.0,1500.0
